Candidate_ID,Role_Applied,Department,Source,Application_Date,Screening_Date,Interview_Date,Offer_Date,Hire_Date,Final_Status
C07751,Data Scientist,Sales,Naukri,2025-08-29,2025-08-31,,,,Rejected
C07752,Sales Executive,Product,AngelList,2024-12-11,2024-12-21,2024-12-26,,,Rejected
C07753,Product Manager,Marketing,Company Website,2024-07-20,2024-07-27,2024-08-11,2024-08-16,,Rejected
C07754,Sales Executive,Tech,Referral,2024-09-14,2024-09-21,,,,Dropped
C07755,Product Manager,Tech,Naukri,2024-01-03,2024-01-04,2024-01-17,2024-01-23,,Dropped
C07756,Product Manager,Marketing,AngelList,2024-04-13,,,,,Hired
C07757,Data Scientist,Sales,AngelList,2024-11-10,2024-11-13,2024-11-19,2024-11-24,2024-12-10,Hired
C07758,Marketing Specialist,Marketing,Company Website,2025-06-14,2025-06-22,,,,Dropped
C07759,Product Manager,HR,Referral,2024-02-08,2024-02-10,2024-02-12,2024-02-16,2024-03-05,Hired
C07760,Sales Executive,HR,LinkedIn,2025-03-21,2025-03-30,2025-03-31,2025-04-01,,Rejected
C07761,Data Scientist,Sales,LinkedIn,2025-07-06,2025-07-12,2025-07-18,,,Dropped
C07762,Data Scientist,HR,Naukri,2023-10-18,2023-10-22,2023-11-02,2023-11-06,,Dropped
C07763,Software Engineer,Sales,LinkedIn,2024-05-11,2024-05-20,2024-05-22,,,Hired
C07764,Product Manager,Marketing,AngelList,2024-04-29,2024-05-04,2024-05-08,2024-05-12,2024-05-26,Hired
C07765,Sales Executive,Sales,Naukri,2025-04-06,,,,,Dropped
C07766,Product Manager,Product,AngelList,2024-09-14,2024-09-15,2024-09-22,,,Rejected
C07767,Sales Executive,Sales,Naukri,2023-09-27,2023-09-28,2023-09-29,2023-10-07,,Rejected
C07768,HR Manager,Product,AngelList,2025-06-03,2025-06-10,2025-06-19,,,Rejected
C07769,Software Engineer,Sales,Naukri,2025-02-02,,,,,Rejected
C07770,Data Scientist,HR,Referral,2025-02-08,2025-02-16,2025-02-24,2025-02-25,2025-03-06,Hired
C07771,Software Engineer,HR,Company Website,2024-06-29,2024-07-06,,,,Rejected
C07772,HR Manager,Sales,LinkedIn,2025-06-12,2025-06-22,2025-07-04,,,Rejected
C07773,Marketing Specialist,Product,Company Website,2024-10-15,2024-10-25,2024-10-30,,,Rejected
C07774,Software Engineer,HR,LinkedIn,2025-06-16,2025-06-18,2025-06-25,,,Dropped
C07775,Software Engineer,Product,Naukri,2025-08-29,2025-09-01,2025-09-09,2025-09-18,2025-09-23,Hired
C07776,HR Manager,Product,Naukri,2024-04-24,2024-04-27,,,,Hired
C07777,Software Engineer,HR,Referral,2024-12-07,2024-12-13,2024-12-18,2024-12-20,,Rejected
C07778,Software Engineer,HR,AngelList,2024-04-29,2024-05-04,2024-05-15,2024-05-16,2024-06-02,Hired
C07779,HR Manager,Marketing,Naukri,2025-02-07,2025-02-17,,,,Dropped
C07780,HR Manager,Product,LinkedIn,2024-05-13,2024-05-17,2024-05-22,,,Dropped
C07781,Data Scientist,Marketing,Naukri,2024-06-14,2024-06-21,2024-06-23,2024-07-03,,Rejected
C07782,Marketing Specialist,Tech,Company Website,2025-05-22,2025-05-26,2025-06-09,,,Dropped
C07783,Sales Executive,Sales,AngelList,2024-07-11,2024-07-16,2024-07-29,,,Dropped
C07784,Sales Executive,Product,Company Website,2024-06-10,,,,,Rejected
C07785,Marketing Specialist,Tech,Referral,2025-09-07,2025-09-11,,,,Hired
C07786,Marketing Specialist,Marketing,Referral,2024-07-18,2024-07-23,2024-08-06,2024-08-15,2024-08-19,Hired
C07787,Marketing Specialist,HR,LinkedIn,2024-02-19,2024-02-29,2024-03-07,2024-03-13,,Rejected
C07788,HR Manager,Product,Naukri,2023-12-03,2023-12-12,2023-12-14,2023-12-24,,Dropped
C07789,Sales Executive,Sales,Company Website,2025-03-13,2025-03-20,2025-03-31,2025-04-08,2025-04-27,Hired
C07790,Product Manager,Tech,Referral,2025-09-05,2025-09-07,2025-09-19,2025-09-20,2025-10-04,Hired
C07791,Product Manager,Product,Referral,2024-07-09,,,,,Hired
C07792,Product Manager,Marketing,LinkedIn,2025-04-09,2025-04-18,2025-04-20,,,Hired
C07793,Data Scientist,Marketing,Naukri,2025-08-18,2025-08-19,2025-08-22,2025-08-31,2025-09-06,Hired
C07794,Marketing Specialist,Product,AngelList,2025-01-12,2025-01-17,2025-01-27,2025-02-04,,Rejected
C07795,Marketing Specialist,Sales,Naukri,2025-03-06,,,,,Dropped
C07796,Sales Executive,Tech,Referral,2025-09-10,2025-09-17,2025-09-27,2025-10-03,,Dropped
C07797,Software Engineer,Marketing,AngelList,2024-10-26,,,,,Dropped
C07798,HR Manager,Marketing,Naukri,2024-06-28,2024-06-29,2024-07-10,,,Rejected
C07799,Sales Executive,HR,AngelList,2024-04-01,2024-04-11,2024-04-21,2024-04-28,2024-05-08,Hired
C07800,Data Scientist,Sales,LinkedIn,2024-07-07,2024-07-15,,,,Hired
C07801,Software Engineer,HR,AngelList,2023-10-19,2023-10-28,2023-10-29,,,Dropped
C07802,Marketing Specialist,Sales,AngelList,2023-11-21,2023-11-23,,,,Hired
C07803,HR Manager,Tech,Naukri,2024-08-03,2024-08-06,2024-08-16,2024-08-19,,Rejected
C07804,Software Engineer,Marketing,Referral,2024-05-14,2024-05-16,2024-05-29,2024-06-07,,Rejected
C07805,HR Manager,HR,AngelList,2025-02-23,2025-02-24,,,,Rejected
C07806,Product Manager,HR,Company Website,2025-07-23,2025-07-28,,,,Dropped
C07807,Marketing Specialist,Tech,LinkedIn,2025-05-08,2025-05-17,2025-05-28,,,Dropped
C07808,Marketing Specialist,Sales,Company Website,2024-05-23,2024-06-02,2024-06-08,2024-06-12,2024-06-26,Hired
C07809,Marketing Specialist,Sales,Referral,9999-99-99,2024-07-19,2024-08-03,2024-08-04,2024-08-13,Hired
C07810,HR Manager,Product,AngelList,2023-11-08,2023-11-15,2023-11-21,2023-11-22,,Dropped
C07811,HR Manager,Marketing,AngelList,2024-05-16,2024-05-19,2024-05-27,2024-05-30,,Dropped
C07812,Data Scientist,Product,LinkedIn,2024-05-08,2024-05-16,,,,Dropped
C07813,Data Scientist,HR,Naukri,2023-12-27,2023-12-30,,,,Dropped
C07814,Data Scientist,Sales,Referral,2025-02-01,2025-02-02,2025-02-08,2025-02-17,,Dropped
C07815,Sales Executive,Sales,AngelList,2025-03-01,2025-03-11,2025-03-18,2025-03-21,,Dropped
C07816,Product Manager,Marketing,Company Website,2025-06-22,2025-06-26,,,,Dropped
C07817,Product Manager,Sales,Company Website,2024-10-08,2024-10-13,2024-10-20,,,Dropped
C07818,HR Manager,Product,Naukri,2025-01-07,2025-01-16,,,,Hired
C07819,Data Scientist,Product,LinkedIn,2024-03-28,2024-03-31,,,,Hired
C07820,Marketing Specialist,HR,AngelList,2024-08-03,2024-08-07,2024-08-13,,,Dropped
C07821,Marketing Specialist,HR,Company Website,2024-05-14,2024-05-24,2024-05-26,2024-05-29,,Rejected
C07822,Product Manager,Product,Referral,2024-11-19,2024-11-21,,,,Rejected
C07823,Product Manager,Product,Referral,2024-12-08,2024-12-13,2024-12-28,2025-01-05,,Rejected
C07824,HR Manager,Tech,Naukri,2024-12-11,2024-12-12,2024-12-22,2025-01-01,2025-01-19,Hired
C07825,HR Manager,Sales,Company Website,2023-11-18,2023-11-22,,,,Dropped
C07826,Software Engineer,Tech,AngelList,2024-11-12,2024-11-15,,,,Hired
C07827,Software Engineer,HR,AngelList,2025-06-09,2025-06-15,2025-06-25,2025-06-30,,Dropped
C07828,HR Manager,Product,Referral,2024-08-12,2024-08-15,2024-08-20,2024-08-22,2024-08-27,Hired
C07829,Software Engineer,Product,Referral,2023-12-11,2023-12-21,2023-12-29,2024-01-07,,Dropped
C07830,Product Manager,Sales,Naukri,2024-07-04,2024-07-06,,,,Dropped
C07831,HR Manager,HR,Naukri,2023-12-30,2024-01-01,2024-01-10,2024-01-15,,Dropped
C07832,HR Manager,Marketing,Naukri,2024-07-11,2024-07-15,,,,Dropped
C07833,Data Scientist,Marketing,Naukri,2025-04-22,,,,,Rejected
C07834,Product Manager,Tech,Referral,2025-07-04,2025-07-06,2025-07-21,2025-07-28,,Dropped
C07835,Product Manager,Sales,LinkedIn,2024-01-02,2024-01-12,2024-01-21,,,Dropped
C07836,Sales Executive,Sales,Referral,2025-02-04,2025-02-07,2025-02-08,,,Hired
C07837,Sales Executive,HR,Referral,2024-01-16,2024-01-25,2024-01-27,2024-02-05,,Rejected
C07838,Data Scientist,HR,Referral,2025-02-06,2025-02-14,2025-02-17,2025-02-19,2025-03-10,Hired
C07839,Sales Executive,Sales,Company Website,2025-06-21,2025-06-27,2025-07-08,2025-07-16,,Dropped
C07840,Software Engineer,Tech,Company Website,2024-02-11,2024-02-13,2024-02-27,2024-02-28,,Rejected
C07841,HR Manager,Tech,Company Website,2024-08-07,2024-08-13,2024-08-24,2024-08-30,,Dropped
C07842,Marketing Specialist,Marketing,Referral,2024-08-08,2024-08-12,2024-08-27,2024-08-28,,Rejected
C07843,Software Engineer,Tech,AngelList,2024-05-14,2024-05-21,2024-05-29,,,Hired
C07844,Product Manager,Sales,Company Website,2024-06-08,,,,,Hired
C07845,Sales Executive,Marketing,LinkedIn,2025-01-02,2025-01-10,2025-01-14,2025-01-24,2025-02-04,Hired
C07846,Marketing Specialist,HR,Naukri,2024-09-20,2024-09-24,2024-10-06,2024-10-13,,Dropped
C07847,Software Engineer,Marketing,AngelList,2024-05-26,,,,,Dropped
C07848,Product Manager,Marketing,Company Website,2025-07-03,,,,,Rejected
C07849,Sales Executive,Product,AngelList,2025-04-26,2025-05-05,,,,Dropped
C07850,HR Manager,HR,Company Website,2023-10-17,2023-10-20,2023-10-22,2023-11-01,,Dropped
C07851,HR Manager,Product,Referral,2025-04-10,2025-04-14,,,,Dropped
C07852,Sales Executive,Marketing,Naukri,2024-12-04,,,,,Dropped
C07853,HR Manager,Sales,Naukri,2024-02-08,2024-02-13,2024-02-16,2024-02-21,,Rejected
C07854,Data Scientist,Tech,LinkedIn,2025-05-20,2025-05-29,2025-06-05,2025-06-12,2025-06-26,Hired
C07855,Sales Executive,Sales,AngelList,2024-01-22,2024-01-24,2024-02-01,,,Dropped
C07856,Data Scientist,Marketing,Naukri,2024-05-17,,,,,Rejected
C07857,Sales Executive,Sales,Company Website,2025-09-05,2025-09-15,,,,Dropped
C07858,Data Scientist,HR,Company Website,2024-11-27,2024-12-05,2024-12-14,2024-12-21,,Dropped
C07859,HR Manager,Product,Referral,2025-04-16,2025-04-22,2025-05-05,2025-05-07,,Dropped
C07860,HR Manager,Marketing,Naukri,2024-04-13,2024-04-19,2024-04-29,,,Dropped
C07861,Software Engineer,Sales,Naukri,2024-03-08,2024-03-12,2024-03-25,2024-04-02,,Dropped
C07862,Product Manager,HR,Referral,2025-09-08,2025-09-16,2025-10-01,2025-10-05,,Rejected
C07863,Data Scientist,Product,Company Website,2024-11-02,2024-11-05,2024-11-08,2024-11-18,,Dropped
C07864,Marketing Specialist,HR,Company Website,2024-04-12,2024-04-13,2024-04-17,2024-04-21,,Dropped
C07865,Sales Executive,Sales,Naukri,2024-02-18,2024-02-20,2024-02-22,2024-02-23,2024-02-24,Hired
C07866,HR Manager,Tech,LinkedIn,2024-02-05,2024-02-15,,,,Dropped
C07867,HR Manager,Tech,Referral,2025-02-24,2025-03-06,2025-03-18,2025-03-27,,Rejected
C07868,Sales Executive,Tech,Referral,2025-06-14,2025-06-21,,,,Hired
C07869,Product Manager,Sales,Referral,2025-07-20,2025-07-22,,,,Dropped
C07870,Sales Executive,Product,LinkedIn,2024-11-17,2024-11-26,,,,Rejected
C07871,Marketing Specialist,Marketing,Referral,2024-01-16,2024-01-18,,,,Rejected
C07872,Data Scientist,Sales,Company Website,2025-03-08,2025-03-11,,,,Dropped
C07873,Data Scientist,HR,Company Website,2025-08-27,2025-09-02,2025-09-12,,,Hired
C07874,Marketing Specialist,Sales,Referral,2024-04-17,2024-04-23,2024-05-08,2024-05-17,2024-05-27,Hired
C07875,Marketing Specialist,Marketing,Naukri,2024-08-21,2024-08-27,2024-09-10,2024-09-12,,Dropped
C07876,Software Engineer,Product,Naukri,2024-02-01,2024-02-08,,,,Dropped
C07877,Marketing Specialist,Tech,AngelList,2024-08-18,2024-08-19,,,,Hired
C07878,Marketing Specialist,Marketing,Referral,2025-01-10,2025-01-14,2025-01-22,2025-01-28,,Dropped
C07879,Sales Executive,Sales,Company Website,2024-09-13,2024-09-14,2024-09-20,,,Hired
C07880,HR Manager,Marketing,Company Website,2023-11-15,2023-11-16,2023-11-29,2023-12-08,,Rejected
C07881,Software Engineer,HR,Company Website,2025-04-15,2025-04-22,2025-04-29,,,Hired
C07882,Sales Executive,Sales,Naukri,2025-05-25,2025-05-30,2025-06-14,2025-06-20,,Rejected
C07883,Sales Executive,Product,Company Website,2023-11-06,2023-11-14,2023-11-18,,,Dropped
C07884,HR Manager,Tech,Company Website,2024-04-16,2024-04-19,2024-05-03,2024-05-12,,Rejected
C07885,Product Manager,Sales,Company Website,2025-05-25,2025-06-02,2025-06-05,2025-06-13,,Dropped
C07886,Sales Executive,Sales,Naukri,2025-04-15,2025-04-20,2025-04-22,,,Dropped
C07887,Software Engineer,Product,Naukri,2024-08-13,2024-08-16,2024-08-27,2024-08-31,,Dropped
C07888,HR Manager,Product,AngelList,2024-08-15,2024-08-23,2024-08-28,2024-08-29,,Dropped
C07889,Data Scientist,Tech,Company Website,2024-05-16,,,,,Dropped
C07890,Product Manager,Product,Referral,2025-06-06,2025-06-12,2025-06-19,2025-06-26,,Rejected
C07891,HR Manager,Tech,Referral,2024-06-22,2024-06-27,2024-07-11,,,Rejected
C07892,Software Engineer,HR,Company Website,2025-02-05,2025-02-11,2025-02-25,2025-03-06,,Rejected
C07893,Sales Executive,Marketing,Company Website,2025-02-25,2025-02-28,2025-03-14,2025-03-18,,Rejected
C07894,Software Engineer,Tech,Referral,2024-01-13,,,,,Dropped
C07895,Marketing Specialist,Tech,Referral,2025-08-18,2025-08-28,2025-09-09,,,Dropped
C07896,Sales Executive,HR,Referral,2025-07-29,2025-08-08,2025-08-18,2025-08-24,,Dropped
C07897,HR Manager,HR,Company Website,2024-06-29,2024-07-01,,,,Rejected
C07898,Product Manager,Tech,Naukri,2024-04-25,2024-04-29,2024-05-01,2024-05-04,,Rejected
C07899,HR Manager,Product,AngelList,2024-04-08,2024-04-18,,,,Rejected
C07900,Marketing Specialist,HR,Referral,2023-11-01,2023-11-06,,,,Hired
C07901,Marketing Specialist,HR,LinkedIn,2025-01-26,2025-02-03,2025-02-08,2025-02-10,2025-03-01,Hired
C07902,Software Engineer,Tech,AngelList,2024-08-04,2024-08-13,2024-08-18,2024-08-20,,Rejected
C07903,Software Engineer,Sales,LinkedIn,2023-12-25,2024-01-04,2024-01-19,2024-01-27,,Rejected
C07904,Data Scientist,Sales,Naukri,2024-10-01,,,,,Dropped
C07905,Data Scientist,Sales,AngelList,2024-03-20,2024-03-25,2024-03-27,2024-04-06,2024-04-26,Hired
C07906,Sales Executive,Tech,Company Website,2024-09-14,2024-09-19,2024-09-30,2024-10-08,,Dropped
C07907,Marketing Specialist,Marketing,Naukri,2023-10-12,2023-10-15,2023-10-23,,,Rejected
C07908,Software Engineer,Sales,LinkedIn,2025-03-02,2025-03-10,2025-03-25,,,Hired
C07909,Data Scientist,Tech,Company Website,2023-11-05,2023-11-08,,,,Rejected
C07910,Marketing Specialist,Marketing,AngelList,2024-07-03,2024-07-11,2024-07-14,,,Dropped
C07911,Data Scientist,Marketing,Company Website,2025-02-07,2025-02-10,2025-02-23,,,Rejected
C07912,HR Manager,Product,Naukri,2023-12-17,2023-12-24,2024-01-04,,,Rejected
C07913,Sales Executive,Tech,LinkedIn,2025-06-14,2025-06-19,,,,Dropped
C07914,Product Manager,Product,AngelList,2024-03-21,2024-03-25,2024-04-05,2024-04-12,2024-04-19,Hired
C07915,HR Manager,Marketing,Naukri,2025-05-23,2025-05-29,2025-06-10,2025-06-12,,Rejected
C07916,Sales Executive,Marketing,Company Website,2024-01-19,,,,,Rejected
C07917,Sales Executive,HR,Company Website,2025-07-16,2025-07-22,2025-08-01,,,Rejected
C07918,HR Manager,Product,Naukri,2024-11-29,2024-12-07,2024-12-14,2024-12-19,,Dropped
C07919,Data Scientist,Tech,Company Website,2025-04-14,2025-04-18,,,,Hired
C07920,Data Scientist,HR,LinkedIn,2024-09-29,2024-10-08,,,,Dropped
C07921,Marketing Specialist,Marketing,Naukri,2025-02-17,2025-02-24,,,,Rejected
C07922,Product Manager,HR,Naukri,2023-12-06,2023-12-09,2023-12-13,2023-12-16,2024-01-05,Hired
C07923,Product Manager,Tech,Referral,2025-05-25,2025-05-30,2025-05-31,2025-06-05,,Dropped
C07924,Sales Executive,Sales,LinkedIn,2025-07-22,2025-07-30,2025-07-31,2025-08-05,,Rejected
C07925,Marketing Specialist,HR,LinkedIn,2024-06-23,2024-07-02,2024-07-16,,,Hired
C07926,Product Manager,HR,LinkedIn,2025-07-03,2025-07-12,2025-07-22,2025-07-24,,Rejected
C07927,HR Manager,Tech,LinkedIn,2024-04-26,2024-05-04,2024-05-19,,,Dropped
C07928,Marketing Specialist,Product,AngelList,2025-05-31,2025-06-09,,,,Dropped
C07929,Product Manager,Tech,AngelList,2024-09-27,2024-09-30,2024-10-12,,,Dropped
C07930,Software Engineer,Tech,LinkedIn,2023-11-12,2023-11-15,2023-11-27,,,Hired
C07931,Sales Executive,HR,Referral,2025-07-21,2025-07-25,2025-08-01,,,Dropped
C07932,Software Engineer,Marketing,Referral,2025-03-03,2025-03-07,,,,Dropped
C07933,Sales Executive,Tech,Naukri,2024-07-25,2024-08-01,2024-08-14,,,Rejected
C07934,Sales Executive,Tech,Company Website,2023-10-27,2023-11-03,,,,Dropped
C07935,HR Manager,HR,LinkedIn,2024-09-27,2024-09-29,2024-10-11,2024-10-21,,Dropped
C07936,Data Scientist,HR,AngelList,2024-11-21,2024-11-29,2024-12-14,2024-12-16,,Dropped
C07937,Product Manager,HR,Naukri,2025-05-10,2025-05-14,,,,Dropped
C07938,Software Engineer,HR,LinkedIn,2025-08-15,2025-08-22,2025-09-04,2025-09-14,,Dropped
C07939,Product Manager,Product,AngelList,2025-01-17,2025-01-25,2025-02-04,2025-02-11,2025-03-03,Hired
C07940,Sales Executive,Sales,Company Website,2024-05-03,2024-05-05,2024-05-12,2024-05-14,,Rejected
C07941,Software Engineer,Sales,LinkedIn,2024-12-29,2024-12-31,2025-01-09,,,Dropped
C07942,Software Engineer,Marketing,Naukri,2025-06-16,2025-06-22,2025-06-23,,,Dropped
C07943,Marketing Specialist,Marketing,AngelList,2024-08-04,2024-08-07,2024-08-22,,,Dropped
C07944,Sales Executive,Tech,LinkedIn,2024-12-22,2024-12-30,,,,Rejected
C07945,Product Manager,Product,LinkedIn,2025-01-11,2025-01-14,,,,Rejected
C07946,Software Engineer,Sales,Naukri,2025-01-04,2025-01-14,2025-01-29,2025-01-30,,Dropped
C07947,Product Manager,Marketing,Company Website,2025-01-03,2025-01-10,2025-01-18,,,Rejected
C07948,Software Engineer,Tech,Company Website,2024-10-04,2024-10-12,2024-10-17,2024-10-27,,Rejected
C07949,Data Scientist,Marketing,Referral,2024-07-18,2024-07-23,,,,Dropped
C07950,HR Manager,Product,AngelList,2024-03-30,2024-04-06,2024-04-20,2024-04-25,2024-04-26,Hired
C07951,Marketing Specialist,Tech,Naukri,2025-06-22,2025-07-01,2025-07-12,,,Dropped
C07952,Sales Executive,Tech,Company Website,2024-05-21,,,,,Rejected
C07953,HR Manager,HR,Referral,2023-09-14,2023-09-21,2023-09-29,2023-10-07,,Rejected
C07954,Marketing Specialist,Product,Naukri,2024-09-23,,,,,Rejected
C07955,Product Manager,Tech,LinkedIn,2024-07-13,2024-07-23,2024-08-06,2024-08-14,,Dropped
C07956,Marketing Specialist,HR,Company Website,2023-12-10,2023-12-16,2023-12-30,2024-01-02,,Dropped
C07957,HR Manager,HR,Company Website,2024-10-03,2024-10-11,2024-10-13,2024-10-16,2024-10-28,Hired
C07958,HR Manager,Product,Company Website,2025-05-04,2025-05-08,2025-05-18,2025-05-20,,Rejected
C07959,HR Manager,Marketing,Referral,2025-04-06,2025-04-16,2025-04-25,2025-04-30,,Rejected
C07960,HR Manager,Tech,AngelList,2025-04-12,2025-04-18,,,,Dropped
C07961,Sales Executive,Sales,Referral,2024-10-01,2024-10-04,2024-10-11,,,Rejected
C07962,Data Scientist,Tech,AngelList,2025-06-15,,,,,Hired
C07963,Marketing Specialist,Product,Naukri,2023-11-24,2023-11-27,2023-11-30,2023-12-06,,Rejected
C07964,Data Scientist,Sales,Naukri,2024-04-08,2024-04-14,,,,Dropped
C07965,HR Manager,Product,AngelList,2023-10-09,2023-10-18,2023-10-26,2023-11-03,2023-11-11,Hired
C07966,Data Scientist,HR,LinkedIn,2025-07-04,2025-07-07,2025-07-21,2025-07-24,,Rejected
C07967,Data Scientist,Marketing,AngelList,2024-08-08,2024-08-15,2024-08-23,,,Dropped
C07968,Sales Executive,HR,Company Website,2025-08-12,,,,,Hired
C07969,HR Manager,HR,Naukri,2024-10-19,2024-10-23,2024-10-26,2024-11-05,2024-11-14,Hired
C07970,Product Manager,Product,LinkedIn,2024-04-04,2024-04-05,2024-04-13,,,Rejected
C07971,HR Manager,Tech,Company Website,2025-06-03,2025-06-10,,,,Dropped
C07972,Data Scientist,Product,Naukri,2023-10-27,2023-11-03,2023-11-11,2023-11-16,,Dropped
C07973,Product Manager,Sales,Naukri,2025-02-07,2025-02-08,2025-02-15,,,Hired
C07974,Marketing Specialist,Sales,AngelList,2023-11-22,2023-11-26,,,,Dropped
C07975,Data Scientist,Product,Naukri,2025-01-25,,,,,Rejected
C07976,Data Scientist,Sales,LinkedIn,2023-11-19,2023-11-20,2023-11-30,2023-12-08,,Rejected
C07977,Software Engineer,Product,Company Website,2024-03-10,2024-03-15,2024-03-19,2024-03-25,,Rejected
C07978,Software Engineer,Marketing,Referral,2023-12-23,2023-12-24,2023-12-25,,,Hired
C07979,Marketing Specialist,HR,Referral,2024-06-17,2024-06-26,,,,Dropped
C07980,Software Engineer,HR,Referral,2024-03-30,2024-03-31,2024-04-11,2024-04-21,,Dropped
C07981,Data Scientist,Product,Company Website,2023-12-17,2023-12-23,2023-12-27,2023-12-31,2024-01-05,Hired
C07982,Marketing Specialist,Sales,LinkedIn,2024-02-17,2024-02-21,2024-02-22,2024-02-27,,Rejected
C07983,HR Manager,Sales,Company Website,2023-09-21,2023-09-24,2023-09-25,2023-10-03,,Dropped
C07984,Marketing Specialist,HR,AngelList,2025-02-10,2025-02-17,2025-03-04,,,Hired
C07985,HR Manager,Sales,Company Website,2024-09-30,2024-10-07,2024-10-16,,,Dropped
C07986,Data Scientist,Sales,Company Website,2025-02-14,2025-02-20,2025-02-25,2025-03-06,,Dropped
C07987,Software Engineer,Marketing,Referral,2025-03-05,2025-03-06,2025-03-10,2025-03-18,2025-03-21,Hired
C07988,Data Scientist,Tech,Naukri,2024-10-02,,,,,Rejected
C07989,Marketing Specialist,Sales,Company Website,2024-08-20,2024-08-25,,,,Dropped
C07990,HR Manager,Marketing,Company Website,2024-12-14,,,,,Dropped
C07991,HR Manager,Tech,LinkedIn,2023-09-30,2023-10-05,,,,Hired
C07992,Marketing Specialist,Marketing,AngelList,2023-10-13,2023-10-21,2023-11-01,,,Rejected
C07993,Sales Executive,Product,Referral,2023-10-28,2023-11-06,2023-11-11,2023-11-17,,Dropped
C07994,HR Manager,Product,Company Website,2025-01-18,2025-01-24,2025-01-25,2025-02-02,2025-02-16,Hired
C07995,Sales Executive,Marketing,Naukri,2024-04-20,2024-04-30,2024-05-04,2024-05-14,2024-05-20,Hired
C07996,Data Scientist,HR,LinkedIn,2024-07-17,,,,,Hired
C07997,HR Manager,HR,LinkedIn,2024-07-30,2024-08-01,2024-08-06,,,Hired
C07998,Sales Executive,Tech,Referral,2024-12-25,2024-12-26,2025-01-08,,,Dropped
C07999,HR Manager,Tech,AngelList,2024-01-02,2024-01-08,,,,Dropped
C08000,Sales Executive,Marketing,Naukri,2025-04-03,2025-04-10,,,,Dropped
C08001,HR Manager,Tech,LinkedIn,2024-06-29,2024-07-02,,,,Rejected
C08002,HR Manager,HR,Referral,2024-02-07,2024-02-13,2024-02-20,2024-03-01,,Rejected
C08003,Product Manager,HR,Company Website,2024-04-29,2024-05-06,2024-05-11,,,Hired
C08004,Data Scientist,Product,Referral,2024-11-25,2024-11-27,2024-12-10,2024-12-12,2024-12-22,Hired
C08005,Data Scientist,Sales,Referral,2024-09-24,2024-09-25,2024-10-07,2024-10-13,2024-10-31,Hired
C08006,HR Manager,HR,LinkedIn,2025-02-20,2025-02-25,9999-99-99,2025-03-02,,Rejected
C08007,Sales Executive,Product,Company Website,2024-03-14,2024-03-24,2024-04-04,2024-04-12,,Dropped
C08008,Software Engineer,Sales,Referral,2024-07-17,2024-07-25,2024-07-27,,,Dropped
C08009,Sales Executive,Sales,Company Website,2025-08-13,2025-08-22,2025-08-30,,,Dropped
C08010,HR Manager,Marketing,AngelList,2025-08-15,2025-08-20,2025-09-02,,,Rejected
C08011,Marketing Specialist,Tech,Referral,2024-03-02,2024-03-07,2024-03-11,2024-03-12,2024-03-21,Hired
C08012,Data Scientist,HR,Naukri,2023-10-27,,,,,Dropped
C08013,Marketing Specialist,Product,AngelList,2023-12-09,,,,,Rejected
C08014,Sales Executive,Sales,LinkedIn,2024-07-14,2024-07-17,2024-07-26,2024-07-30,,Dropped
C08015,Product Manager,HR,AngelList,2024-12-16,2024-12-22,2024-12-24,,,Hired
C08016,HR Manager,Product,Naukri,2025-03-03,2025-03-13,2025-03-15,2025-03-18,,Dropped
C08017,Sales Executive,Tech,AngelList,2025-05-27,2025-05-29,,,,Hired
C08018,Sales Executive,Sales,Referral,2024-06-18,2024-06-28,2024-07-02,2024-07-06,2024-07-11,Hired
C08019,Product Manager,Tech,AngelList,2024-07-01,2024-07-06,,,,Hired
C08020,Software Engineer,HR,LinkedIn,2025-02-14,2025-02-21,2025-02-24,2025-02-25,2025-03-11,Hired
C08021,Software Engineer,HR,Naukri,2025-03-10,2025-03-16,2025-03-29,2025-03-30,,Dropped
C08022,Sales Executive,Sales,AngelList,2025-05-15,2025-05-25,,,,Rejected
C08023,HR Manager,HR,Naukri,2025-03-07,2025-03-16,2025-03-21,,,Rejected
C08024,Marketing Specialist,Marketing,LinkedIn,2024-04-06,2024-04-08,2024-04-09,,,Hired
C08025,Product Manager,Marketing,Naukri,2025-05-07,,,,,Hired
C08026,Software Engineer,Sales,Referral,2024-07-12,2024-07-14,2024-07-20,2024-07-25,,Rejected
C08027,Sales Executive,Marketing,Company Website,2023-10-11,2023-10-19,2023-10-31,2023-11-02,2023-11-11,Hired
C08028,HR Manager,Marketing,AngelList,2024-07-28,,,,,Rejected
C08029,Marketing Specialist,Product,Referral,2024-06-16,,,,,Dropped
C08030,Software Engineer,HR,LinkedIn,2025-01-16,2025-01-19,2025-01-28,2025-02-02,,Dropped
C08031,Data Scientist,Marketing,LinkedIn,2024-10-04,2024-10-13,2024-10-14,2024-10-24,,Dropped
C08032,Marketing Specialist,Marketing,LinkedIn,2023-10-13,,,,,Rejected
C08033,Marketing Specialist,Product,Referral,2024-01-31,2024-02-10,2024-02-13,2024-02-19,2024-02-23,Hired
C08034,Sales Executive,Product,Referral,2024-01-14,2024-01-23,2024-02-06,,,Rejected
C08035,Product Manager,Sales,Referral,2024-03-05,2024-03-10,2024-03-24,,,Dropped
C08036,HR Manager,HR,Naukri,2024-07-06,2024-07-15,,,,Rejected
C08037,Sales Executive,Tech,Naukri,2025-08-27,2025-08-31,,,,Hired
